center_code,transfer_type
DC2815,"drop_off,courier,rider"
DC3553,"drop_off,courier,rider"
CC6507,"drop_off,courier,rider"
DC5004,"drop_off,courier,rider"
DC1923,"drop_off,courier,rider"
DC6954,"drop_off,courier,rider"
DC5771,"drop_off,courier,rider"
DC4433,"drop_off,courier,rider"
DC3551,"drop_off,courier,rider"
DC2851,"drop_off,courier,rider"
DC4047,"drop_off,courier,rider"
DC3062,"drop_off,courier,rider"
DC13607,"drop_off,courier,rider"
DC1920,"drop_off,courier,rider"
CC2571,"drop_off,courier,rider"
DC10673,"drop_off,courier,rider"
DC3732,"drop_off,courier,rider"
DC2860,"drop_off,courier,rider"
DC4274,"drop_off,courier,rider"
DC11129,"drop_off,courier,rider"
DC2805,"drop_off,courier,rider"
DC4273,"drop_off,courier,rider"
DC2814,"drop_off,courier,rider"
DC13658,"drop_off,courier,rider"
DC13034,"drop_off,courier,rider"
DC9829,"drop_off,courier,rider"
DC1922,"drop_off,courier,rider"
CC11531,"drop_off,courier,rider"
DC4655,"drop_off,courier,rider"
DC2819,"drop_off,courier,rider"
DC3459,"drop_off,courier,rider"
DC3223,"drop_off,courier,rider"
DC3686,"drop_off,courier,rider"
DC8465,"drop_off,courier,rider"
DC2636,"drop_off,courier,rider"
DC2808,"drop_off,courier,rider"
DC11652,"drop_off,courier,rider"
DC2817,"drop_off,courier,rider"
CC8035,"drop_off,courier,rider"
DC13197,"drop_off,courier,rider"
DC5003,"drop_off,courier,rider"
DC7518,"drop_off,courier,rider"
CC9797,"drop_off,courier,rider"
DC2840,"drop_off,courier,rider"
DC12088,"drop_off,courier,rider"
DC2831,"drop_off,courier,rider"
DC11527,"drop_off,courier,rider"
DC9211,"drop_off,courier,rider"
DC4659,"drop_off,courier,rider"
CC3286,"drop_off,courier,rider"
DC8166,"drop_off,courier,rider"
DC2099,"drop_off,courier,rider"
DC2749,"drop_off,courier,rider"
DC3069,"drop_off,courier,rider"
DC2758,"drop_off,courier,rider"
DC6956,"drop_off,courier,rider"
DC2809,"drop_off,courier,rider"
DC4052,"drop_off,courier,rider"
DC2821,"drop_off,courier,rider"
CC9169,"drop_off,courier,rider"
DC9826,"drop_off,courier,rider"
DC2628,"drop_off,courier,rider"
DC2806,"drop_off,courier,rider"
DC5773,"drop_off,courier,rider"
CC7514,"drop_off,courier,rider"
DC13184,"drop_off,courier,rider"
DC11500,"drop_off,courier,rider"
DC2864,"drop_off,courier,rider"
DC2830,"drop_off,courier,rider"
DC2627,"drop_off,courier,rider"
DC2861,"drop_off,courier,rider"
DC4794,"drop_off,courier,rider"
CC13577,"drop_off,courier,rider"
DC2639,"drop_off,courier,rider"
DC4657,"drop_off,courier,rider"
DC4792,"drop_off,courier,rider"
DC2846,"drop_off,courier,rider"
DC12087,"drop_off,courier,rider"
DC2041,"drop_off,courier,rider"
DC11625,"drop_off,courier,rider"
DC5775,"drop_off,courier,rider"
CC12650,"drop_off,courier,rider"
DC13379,"drop_off,courier,rider"
CC4121,"drop_off,courier,rider"
DC2762,"drop_off,courier,rider"
DC2835,"drop_off,courier,rider"
DC2829,"drop_off,courier,rider"
DC13032,"drop_off,courier,rider"
CC13575,"drop_off,courier,rider"
DC12668,"drop_off,courier,rider"
DC2747,"drop_off,courier,rider"
DC6958,"drop_off,courier,rider"
DC2859,"drop_off,courier,rider"
DC11142,"drop_off,courier,rider"
DC3067,"drop_off,courier,rider"
CC2959,"drop_off,courier,rider"
DC3697,"drop_off,courier,rider"
DC2746,"drop_off,courier,rider"
DC3454,"drop_off,courier,rider"
DC11334,"drop_off,courier,rider"
DC2766,"drop_off,courier,rider"
DC5001,"drop_off,courier,rider"
DC3695,"drop_off,courier,rider"
DC2825,"drop_off,courier,rider"
DC4051,"drop_off,courier,rider"
DC4790,"drop_off,courier,rider"
DC3555,"drop_off,courier,rider"
DC2045,"drop_off,courier,rider"
DC2773,"drop_off,courier,rider"
DC3728,"drop_off,courier,rider"
CC6607,"drop_off,courier,rider"
DC10638,"drop_off,courier,rider"
DC3691,"drop_off,courier,rider"
DC2775,"drop_off,courier,rider"
DC7523,"drop_off,courier,rider"
DC13430,"drop_off,courier,rider"
DC11328,"drop_off,courier,rider"
DC4055,"drop_off,courier,rider"
DC2619,"drop_off,courier,rider"
CC5825,"drop_off,courier,rider"
DC2833,"drop_off,courier,rider"
DC2816,"drop_off,courier,rider"
DC2850,"drop_off,courier,rider"
DC2644,"drop_off,courier,rider"
CC9798,"drop_off,courier,rider"
CC3295,"drop_off,courier,rider"
CC3509,"drop_off,courier,rider"
DC7524,"drop_off,courier,rider"
DC2630,"drop_off,courier,rider"
DC4054,"drop_off,courier,rider"
DC11905,"drop_off,courier,rider"
DC9114,"drop_off,courier,rider"
DC2641,"drop_off,courier,rider"
DC4797,"drop_off,courier,rider"
DC13033,"drop_off,courier,rider"
DC2810,"drop_off,courier,rider"
DC2856,"drop_off,courier,rider"
DC9827,"drop_off,courier,rider"
CC11817,"drop_off,courier,rider"
DC3547,"drop_off,courier,rider"
DC8504,"drop_off,courier,rider"
DC12077,"drop_off,courier,rider"
DC4654,"drop_off,courier,rider"
DC2623,"drop_off,courier,rider"
DC10603,"drop_off,courier,rider"
DC2642,"drop_off,courier,rider"
DC2780,"drop_off,courier,rider"
DC2772,"drop_off,courier,rider"
DC9210,"drop_off,courier,rider"
DC12743,"drop_off,courier,rider"
DC8464,"drop_off,courier,rider"
DC2042,"drop_off,courier,rider"
DC3733,"drop_off,courier,rider"
DC2429,"drop_off,courier,rider"
DC7834,"drop_off,courier,rider"
DC8767,"drop_off,courier,rider"
DC2414,"drop_off,courier,rider"
DC2633,"drop_off,courier,rider"
DC2824,"drop_off,courier,rider"
DC2742,"drop_off,courier,rider"
DC2430,"drop_off,courier,rider"
DC11329,"drop_off,courier,rider"
DC7423,"drop_off,courier,rider"
CC9501,"drop_off,courier,rider"
DC2640,"drop_off,courier,rider"
DC3548,"drop_off,courier,rider"
DC2752,"drop_off,courier,rider"
CC4931,"drop_off,courier,rider"
DC7520,"drop_off,courier,rider"
DC2818,"drop_off,courier,rider"
DC4800,"drop_off,courier,rider"
DC2847,"drop_off,courier,rider"
DC4796,"drop_off,courier,rider"
DC2764,"drop_off,courier,rider"
CC13617,"drop_off,courier,rider"
DC2777,"drop_off,courier,rider"
DC7424,"drop_off,courier,rider"
DC2774,"drop_off,courier,rider"
DC11608,"drop_off,courier,rider"
CC5764,"drop_off,courier,rider"
DC7521,"drop_off,courier,rider"
DC7837,"drop_off,courier,rider"
DC2855,"drop_off,courier,rider"
DC2632,"drop_off,courier,rider"
DC3729,"drop_off,courier,rider"
DC2748,"drop_off,courier,rider"
DC3546,"drop_off,courier,rider"
DC3068,"drop_off,courier,rider"
DC10637,"drop_off,courier,rider"
DC2046,"drop_off,courier,rider"
DC2839,"drop_off,courier,rider"
DC2832,"drop_off,courier,rider"
DC2849,"drop_off,courier,rider"
DC2744,"drop_off,courier,rider"
DC2765,"drop_off,courier,rider"
DC9349,"drop_off,courier,rider"
DC2838,"drop_off,courier,rider"
CC2444,"drop_off,courier,rider"
DC2822,"drop_off,courier,rider"
DC2826,"drop_off,courier,rider"
DC10640,"drop_off,courier,rider"
DC2811,"drop_off,courier,rider"
DC2852,"drop_off,courier,rider"
DC11128,"drop_off,courier,rider"
DC3064,"drop_off,courier,rider"
DC7835,"drop_off,courier,rider"
DC3552,"drop_off,courier,rider"
DC2804,"drop_off,courier,rider"
CC5593,"drop_off,courier,rider"
DC3730,"drop_off,courier,rider"
DC7831,"drop_off,courier,rider"
DC3222,"drop_off,courier,rider"
DC2754,"drop_off,courier,rider"
DC11781,"drop_off,courier,rider"
DC2637,"drop_off,courier,rider"
DC2626,"drop_off,courier,rider"
CC6765,"drop_off,courier,rider"
DC2812,"drop_off,courier,rider"
F918,"drop_off,courier,rider"
DC13196,"drop_off,courier,rider"
CC10500,"drop_off,courier,rider"
DC2828,"drop_off,courier,rider"
CC4934,"drop_off,courier,rider"
DC1851,"drop_off,courier,rider"
DC2741,"drop_off,courier,rider"
CC10731,"drop_off,courier,rider"
DC13183,"drop_off,courier,rider"
DC3360,"drop_off,courier,rider"
DC3731,"drop_off,courier,rider"
DC2941,"drop_off,courier,rider"
DC1690,"drop_off,courier,rider"
DC2047,"drop_off,courier,rider"
DC3689,"drop_off,courier,rider"
DC2848,"drop_off,courier,rider"
DC7838,"drop_off,courier,rider"
DC2862,"drop_off,courier,rider"
CC1328,"drop_off,courier,rider"
CC7016,"drop_off,courier,rider"
DC2858,"drop_off,courier,rider"
DC13224,"drop_off,courier,rider"
DC2122,"drop_off,courier,rider"
DC2836,"drop_off,courier,rider"
DC5774,"drop_off,courier,rider"
DC2837,"drop_off,courier,rider"
DC13296,"drop_off,courier,rider"
DC2635,"drop_off,courier,rider"
CC9227,"drop_off,courier,rider"
DC9683,"drop_off,courier,rider"
DC11604,"drop_off,courier,rider"
DC9464,"drop_off,courier,rider"
DC8466,"drop_off,courier,rider"
CC6612,"drop_off,courier,rider"
DC4917,"drop_off,courier,rider"
DC11779,"drop_off,courier,rider"
CC11767,"drop_off,courier,rider"
DC7310,"drop_off,courier,rider"
CC9518,"drop_off,courier,rider"
DC12299,"drop_off,courier,rider"
DC12637,"drop_off,courier,rider"
DC6194,"drop_off,courier,rider"
CC9178,"drop_off,courier,rider"
DC12416,"drop_off,courier,rider"
DC12350,"drop_off,courier,rider"
CC7370,"drop_off,courier,rider"
DC8215,"drop_off,courier,rider"
GELAB3859,"drop_off,courier,rider"
DC11257,"drop_off,courier,rider"
DC13665,"drop_off,courier,rider"
DC8459,"drop_off,courier,rider"
DC12960,"drop_off,courier,rider"
GELAB3484,"drop_off,courier,rider"
DC6430,"drop_off,courier,rider"
DC10482,"drop_off,courier,rider"
DC7311,"drop_off,courier,rider"
DC12984,"drop_off,courier,rider"
DC6950,"drop_off,courier,rider"
DC13215,"drop_off,courier,rider"
DC6706,"drop_off,courier,rider"
DC9302,"drop_off,courier,rider"
DC12296,"drop_off,courier,rider"
DC12301,"drop_off,courier,rider"
DC5445,"drop_off,courier,rider"
DC7349,"drop_off,courier,rider"
DC12879,"drop_off,courier,rider"
F1191,"drop_off,courier,rider"
DC9634,"drop_off,courier,rider"
DC4781,"drop_off,courier,rider"
DC4017,"drop_off,courier,rider"
DC11561,"drop_off,courier,rider"
DC1515,"drop_off,courier,rider"
DC11560,"drop_off,courier,rider"
DC8907,"drop_off,courier,rider"
CC9589,"drop_off,courier,rider"
DC11853,"drop_off,courier,rider"
DC5117,"drop_off,courier,rider"
DC7038,"drop_off,courier,rider"
CC12540,"drop_off,courier,rider"
DC5482,"drop_off,courier,rider"
DC10540,"drop_off,courier,rider"
CC7506,"drop_off,courier,rider"
DC12295,"drop_off,courier,rider"
DC9303,"drop_off,courier,rider"
DC10854,"drop_off,courier,rider"
CC11012,"drop_off,courier,rider"
DC11692,"drop_off,courier,rider"
DC12365,"drop_off,courier,rider"
DC4041,"drop_off,courier,rider"
DC9699,"drop_off,courier,rider"
CC1878,"drop_off,courier,rider"
F904,"drop_off,courier,rider"
DC5218,"drop_off,courier,rider"
DC8532,"drop_off,courier,rider"
DC1857,"drop_off,courier,rider"
DC8110,"drop_off,courier,rider"
F896,"drop_off,courier,rider"
F238,"drop_off,courier,rider"
DC4634,"drop_off,courier,rider"
CC6506,"drop_off,courier,rider"
DC2001,"drop_off,courier,rider"
DC4290,"drop_off,courier,rider"
CC2087,"drop_off,courier,rider"
GELAB11152,"drop_off,courier,rider"
DC6995,"drop_off,courier,rider"
F526,"drop_off,courier,rider"
DC10471,"drop_off,courier,rider"
F895,"drop_off,courier,rider"
CC13243,"drop_off,courier,rider"
DC13000,"drop_off,courier,rider"
CC1344,"drop_off,courier,rider"
CC4451,"drop_off,courier,rider"
DC8207,"drop_off,courier,rider"
DC12554,"drop_off,courier,rider"
DC8298,"drop_off,courier,rider"
CC3428,"drop_off,courier,rider"
F725,"drop_off,courier,rider"
DC12363,"drop_off,courier,rider"
DC4306,"drop_off,courier,rider"
CC2074,"drop_off,courier,rider"
DC11528,"drop_off,courier,rider"
CC11793,"drop_off,courier,rider"
DC3540,"drop_off,courier,rider"
CC13269,"drop_off,courier,rider"
DC1858,"drop_off,courier,rider"
DC8111,"drop_off,courier,rider"
DC8012,"drop_off,courier,rider"
DC10609,"drop_off,courier,rider"
DC12235,"drop_off,courier,rider"
DC1497,"drop_off,courier,rider"
DC8011,"drop_off,courier,rider"
CC12737,"drop_off,courier,rider"
DC12555,"drop_off,courier,rider"
CC7531,"drop_off,courier,rider"
CC10991,"drop_off,courier,rider"
CC6337,"drop_off,courier,rider"
DC8155,"drop_off,courier,rider"
CC3011,"drop_off,courier,rider"
DC4302,"drop_off,courier,rider"
F581,"drop_off,courier,rider"
F570,"drop_off,courier,rider"
DC1221,"drop_off,courier,rider"
DC6121,"drop_off,courier,rider"
CC7497,"drop_off,courier,rider"
CC6500,"drop_off,courier,rider"
DC11477,"drop_off,courier,rider"
GELAB13460,"drop_off,courier,rider"
CC1828,"drop_off,courier,rider"
DC1222,"drop_off,courier,rider"
DC4282,"drop_off,courier,rider"
CC2073,"drop_off,courier,rider"
DC12522,"drop_off,courier,rider"
DC8208,"drop_off,courier,rider"
DC5225,"drop_off,courier,rider"
F423,"drop_off,courier,rider"
DC12557,"drop_off,courier,rider"
DC8156,"drop_off,courier,rider"
DC4635,"drop_off,courier,rider"
DC10470,"drop_off,courier,rider"
DC4633,"drop_off,courier,rider"
DC8209,"drop_off,courier,rider"
DC10748,"drop_off,courier,rider"
CC8472,"drop_off,courier,rider"
DC3742,"drop_off,courier,rider"
F472,"drop_off,courier,rider"
DC3761,"drop_off,courier,rider"
DC12999,"drop_off,courier,rider"
DC13657,"drop_off,courier,rider"
CC7154,"drop_off,courier,rider"
DC11122,"drop_off,courier,rider"
DC1226,"drop_off,courier,rider"
DC12369,"drop_off,courier,rider"
CC11787,"drop_off,courier,rider"
F1158,"drop_off,courier,rider"
CC3722,"drop_off,courier,rider"
CC6690,"drop_off,courier,rider"
DC10610,"drop_off,courier,rider"
DC12558,"drop_off,courier,rider"
DC8157,"drop_off,courier,rider"
DC1498,"drop_off,courier,rider"
CC8059,"drop_off,courier,rider"
DC12556,"drop_off,courier,rider"
DC9754,"drop_off,courier,rider"
DC3738,"drop_off,courier,rider"
DC4301,"drop_off,courier,rider"
DC12026,"drop_off,courier,rider"
DC3030,"drop_off,courier,rider"
F774,"drop_off,courier,rider"
F929,"drop_off,courier,rider"
DC12583,"drop_off,courier,rider"
DC5669,"drop_off,courier,rider"
DC9994,"drop_off,courier,rider"
CC9723,"drop_off,courier,rider"
OLC9287,"drop_off,courier,rider"
DC7755,"drop_off,courier,rider"
DC7754,"drop_off,courier,rider"
DC12722,"drop_off,courier,rider"
DC13042,"drop_off,courier,rider"
DC13093,"drop_off,courier,rider"
DC5008,"drop_off,courier,rider"
CC11448,"drop_off,courier,rider"
F263,"drop_off,courier,rider"
CC9375,"drop_off,courier,rider"
DC3797,"drop_off,courier,rider"
CC10597,"drop_off,courier,rider"
CC2336,"drop_off,courier,rider"
DC10701,"drop_off,courier,rider"
DC9678,"drop_off,courier,rider"
DC12671,"drop_off,courier,rider"
DC7076,"drop_off,courier,rider"
DC13040,"drop_off,courier,rider"
OLC8113,"drop_off,courier,rider"
DC11161,"drop_off,courier,rider"
CC10071,"drop_off,courier,rider"
CC12681,"drop_off,courier,rider"
DC1970,"drop_off,courier,rider"
CC12074,"drop_off,courier,rider"
DC11965,"drop_off,courier,rider"
CC12475,"drop_off,courier,rider"
DC9585,"drop_off,courier,rider"
DC12670,"drop_off,courier,rider"
CC5548,"drop_off,courier,rider"
CC8872,"drop_off,courier,rider"
DC2138,"drop_off,courier,rider"
CC6980,"drop_off,courier,rider"
DC13454,"drop_off,courier,rider"
CC9616,"drop_off,courier,rider"
CC13270,"drop_off,courier,rider"
CC11394,"drop_off,courier,rider"
DC11160,"drop_off,courier,rider"
DC11056,"drop_off,courier,rider"
CC11784,"drop_off,courier,rider"
DC5643,"drop_off,courier,rider"
CC9596,"drop_off,courier,rider"
CC8363,"drop_off,courier,rider"
CC9722,"drop_off,courier,rider"
DC9744,"drop_off,courier,rider"
DC7074,"drop_off,courier,rider"
DC9745,"drop_off,courier,rider"
DC12520,"drop_off,courier,rider"
CC9724,"drop_off,courier,rider"
CC9719,"drop_off,courier,rider"
DC7102,"drop_off,courier,rider"
CC2733,"drop_off,courier,rider"
DC12687,"drop_off,courier,rider"
CC4638,"drop_off,courier,rider"
DC8887,"drop_off,courier,rider"
DC12724,"drop_off,courier,rider"
DC5152,"drop_off,courier,rider"
CC12480,"drop_off,courier,rider"
DC3564,"drop_off,courier,rider"
DC10105,"drop_off,courier,rider"
DC11055,"drop_off,courier,rider"
DC5153,"drop_off,courier,rider"
CC7018,"drop_off,courier,rider"
CC9640,"drop_off,courier,rider"
DC9282,"drop_off,courier,rider"
DC10483,"drop_off,courier,rider"
DC7181,"drop_off,courier,rider"
F1123,"drop_off,courier,rider"
DC3050,"drop_off,courier,rider"
DC6913,"drop_off,courier,rider"
DC6363,"drop_off,courier,rider"
CC11484,"drop_off,courier,rider"
DC6439,"drop_off,courier,rider"
DC6852,"drop_off,courier,rider"
OLC13461,"drop_off,courier,rider"
DC12586,"drop_off,courier,rider"
DC6365,"drop_off,courier,rider"
DC6853,"drop_off,courier,rider"
DC1726,"drop_off,courier,rider"
DC7589,"drop_off,courier,rider"
DC6362,"drop_off,courier,rider"
DC6905,"drop_off,courier,rider"
CC4259,"drop_off,courier,rider"
F1189,"drop_off,courier,rider"
DC11418,"drop_off,courier,rider"
CC3284,"drop_off,courier,rider"
DC6349,"drop_off,courier,rider"
DC6451,"drop_off,courier,rider"
DC6358,"drop_off,courier,rider"
DC5735,"drop_off,courier,rider"
DC5731,"drop_off,courier,rider"
DC6887,"drop_off,courier,rider"
CC3622,"drop_off,courier,rider"
DC6489,"drop_off,courier,rider"
DC11709,"drop_off,courier,rider"
DC1336,"drop_off,courier,rider"
DC6937,"drop_off,courier,rider"
DC7180,"drop_off,courier,rider"
DC6906,"drop_off,courier,rider"
DC6497,"drop_off,courier,rider"
DC6873,"drop_off,courier,rider"
DC6909,"drop_off,courier,rider"
DC6407,"drop_off,courier,rider"
DC6366,"drop_off,courier,rider"
DC6463,"drop_off,courier,rider"
OLC9260,"drop_off,courier,rider"
DC6443,"drop_off,courier,rider"
DC3560,"drop_off,courier,rider"
DC6442,"drop_off,courier,rider"
DC6496,"drop_off,courier,rider"
OLC8498,"drop_off,courier,rider"
OLC13524,"drop_off,courier,rider"
DC6492,"drop_off,courier,rider"
CC11271,"drop_off,courier,rider"
DC6897,"drop_off,courier,rider"
DC6371,"drop_off,courier,rider"
DC8015,"drop_off,courier,rider"
DC7721,"drop_off,courier,rider"
DC5737,"drop_off,courier,rider"
DC6896,"drop_off,courier,rider"
DC8152,"drop_off,courier,rider"
OLC12448,"drop_off,courier,rider"
DC7116,"drop_off,courier,rider"
DC5732,"drop_off,courier,rider"
DC6861,"drop_off,courier,rider"
DC6900,"drop_off,courier,rider"
OLC11666,"drop_off,courier,rider"
DC8503,"drop_off,courier,rider"
CC10602,"drop_off,courier,rider"
DC6488,"drop_off,courier,rider"
DC9304,"drop_off,courier,rider"
DC6446,"drop_off,courier,rider"
DC6912,"drop_off,courier,rider"
DC6916,"drop_off,courier,rider"
DC6455,"drop_off,courier,rider"
DC6452,"drop_off,courier,rider"
DC6882,"drop_off,courier,rider"
DC9389,"drop_off,courier,rider"
DC6862,"drop_off,courier,rider"
DC6373,"drop_off,courier,rider"
DC6893,"drop_off,courier,rider"
DC6448,"drop_off,courier,rider"
DC6894,"drop_off,courier,rider"
DC8382,"drop_off,courier,rider"
DC6355,"drop_off,courier,rider"
DC5739,"drop_off,courier,rider"
DC13094,"drop_off,courier,rider"
OLC11211,"drop_off,courier,rider"
DC6915,"drop_off,courier,rider"
DC4881,"drop_off,courier,rider"
DC6458,"drop_off,courier,rider"
DC8552,"drop_off,courier,rider"
DC8626,"drop_off,courier,rider"
DC6880,"drop_off,courier,rider"
CC4930,"drop_off,courier,rider"
DC4777,"drop_off,courier,rider"
DC6374,"drop_off,courier,rider"
DC5729,"drop_off,courier,rider"
CC1782,"drop_off,courier,rider"
DC13095,"drop_off,courier,rider"
DC6857,"drop_off,courier,rider"
DC6438,"drop_off,courier,rider"
DC6855,"drop_off,courier,rider"
DC3190,"drop_off,courier,rider"
DC6361,"drop_off,courier,rider"
DC6992,"drop_off,courier,rider"
OLC11268,"drop_off,courier,rider"
DC6145,"drop_off,courier,rider"
DC5730,"drop_off,courier,rider"
DC6457,"drop_off,courier,rider"
DC6890,"drop_off,courier,rider"
DC6440,"drop_off,courier,rider"
DC6490,"drop_off,courier,rider"
OLC9091,"drop_off,courier,rider"
DC6899,"drop_off,courier,rider"
DC6888,"drop_off,courier,rider"
OLC8609,"drop_off,courier,rider"
DC6464,"drop_off,courier,rider"
DC6449,"drop_off,courier,rider"
DC6493,"drop_off,courier,rider"
DC6881,"drop_off,courier,rider"
DC6871,"drop_off,courier,rider"
DC6495,"drop_off,courier,rider"
DC6453,"drop_off,courier,rider"
GELAB11829,"drop_off,courier,rider"
DC5483,"drop_off,courier,rider"
DC6462,"drop_off,courier,rider"
DC6895,"drop_off,courier,rider"
DC6884,"drop_off,courier,rider"
OLC13227,"drop_off,courier,rider"
DC6454,"drop_off,courier,rider"
DC6859,"drop_off,courier,rider"
DC6409,"drop_off,courier,rider"
DC6375,"drop_off,courier,rider"
DC8563,"drop_off,courier,rider"
DC6351,"drop_off,courier,rider"
DC6370,"drop_off,courier,rider"
DC6368,"drop_off,courier,rider"
DC6911,"drop_off,courier,rider"
DC5724,"drop_off,courier,rider"
DC6410,"drop_off,courier,rider"
CC4144,"drop_off,courier,rider"
DC12120,"drop_off,courier,rider"
DC6903,"drop_off,courier,rider"
OLC13590,"drop_off,courier,rider"
DC6411,"drop_off,courier,rider"
DC12498,"drop_off,courier,rider"
DC6367,"drop_off,courier,rider"
DC9749,"drop_off,courier,rider"
CC1986,"drop_off,courier,rider"
DC7309,"drop_off,courier,rider"
DC8629,"drop_off,courier,rider"
OLC8367,"drop_off,courier,rider"
DC5733,"drop_off,courier,rider"
DC6406,"drop_off,courier,rider"
DC6435,"drop_off,courier,rider"
DC6898,"drop_off,courier,rider"
DC8771,"drop_off,courier,rider"
DC6460,"drop_off,courier,rider"
DC6902,"drop_off,courier,rider"
OLC9224,"drop_off,courier,rider"
OLC9434,"drop_off,courier,rider"
DC6886,"drop_off,courier,rider"
DC6350,"drop_off,courier,rider"
DC6901,"drop_off,courier,rider"
OLC8848,"drop_off,courier,rider"
DC5734,"drop_off,courier,rider"
DC6357,"drop_off,courier,rider"
DC8248,"drop_off,courier,rider"
DC1514,"drop_off,courier,rider"
DC6459,"drop_off,courier,rider"
DC6914,"drop_off,courier,rider"
DC12061,"drop_off,courier,rider"
DC5725,"drop_off,courier,rider"
DC9690,"drop_off,courier,rider"
DC6437,"drop_off,courier,rider"
DC6865,"drop_off,courier,rider"
DC6461,"drop_off,courier,rider"
DC5726,"drop_off,courier,rider"
DC6450,"drop_off,courier,rider"
DC9687,"drop_off,courier,rider"
CC4848,"drop_off,courier,rider"
CC3991,"drop_off,courier,rider"
DC6494,"drop_off,courier,rider"
DC6864,"drop_off,courier,rider"
F1015,"drop_off,courier,rider"
DC6354,"drop_off,courier,rider"
DC5738,"drop_off,courier,rider"
F1063,"drop_off,courier,rider"
OLC13523,"drop_off,courier,rider"
CC2133,"drop_off,courier,rider"
F1084,"drop_off,courier,rider"
DC6441,"drop_off,courier,rider"
DC6910,"drop_off,courier,rider"
DC6447,"drop_off,courier,rider"
OLC9916,"drop_off,courier,rider"
DC6918,"drop_off,courier,rider"
DC11856,"drop_off,courier,rider"
CC573,"drop_off,courier,rider"
DC6904,"drop_off,courier,rider"
OLC11210,"drop_off,courier,rider"
DC6364,"drop_off,courier,rider"
DC6879,"drop_off,courier,rider"
DC6860,"drop_off,courier,rider"
DC6498,"drop_off,courier,rider"
DC6872,"drop_off,courier,rider"
OLC8117,"drop_off,courier,rider"
DC6889,"drop_off,courier,rider"
DC6891,"drop_off,courier,rider"
DC11648,"drop_off,courier,rider"
DC6456,"drop_off,courier,rider"
DC5504,"drop_off,courier,rider"
DC6549,"drop_off,courier,rider"
CC11482,"drop_off,courier,rider"
OLC7958,"drop_off,courier,rider"
CC5757,"drop_off,courier,rider"
DC5727,"drop_off,courier,rider"
DC11966,"drop_off,courier,rider"
DC6908,"drop_off,courier,rider"
DC5728,"drop_off,courier,rider"
OLC11517,"drop_off,courier,rider"
DC6883,"drop_off,courier,rider"
DC6892,"drop_off,courier,rider"
DC6907,"drop_off,courier,rider"
DC6360,"drop_off,courier,rider"
DC6863,"drop_off,courier,rider"
OLC9222,"drop_off,courier,rider"
DC6359,"drop_off,courier,rider"
DC11705,"drop_off,courier,rider"
F1307,"drop_off,courier,rider"
DC9628,"drop_off,courier,rider"
CC11272,"drop_off,courier,rider"
DC10658,"drop_off,courier,rider"
OLC13035,"drop_off,courier,rider"
DC7107,"drop_off,courier,rider"
DC6369,"drop_off,courier,rider"
OLC10519,"drop_off,courier,rider"
DC6412,"drop_off,courier,rider"
DC9590,"drop_off,courier,rider"
DC10010,"drop_off,courier,rider"
DC6444,"drop_off,courier,rider"
DC9438,"drop_off,courier,rider"
DC5736,"drop_off,courier,rider"
DC6445,"drop_off,courier,rider"
DC6436,"drop_off,courier,rider"
DC6403,"drop_off,courier,rider"
DC6353,"drop_off,courier,rider"
OLC11628,"drop_off,courier,rider"
CC2449,"drop_off,courier,rider"
DC6356,"drop_off,courier,rider"
DC13334,"drop_off,courier,rider"
CC10871,"drop_off,courier,rider"
DC6434,"drop_off,courier,rider"
DC5322,"drop_off,courier,rider"
DC5312,"drop_off,courier,rider"
DC5330,"drop_off,courier,rider"
DC3917,"drop_off,courier,rider"
DC5344,"drop_off,courier,rider"
DC5339,"drop_off,courier,rider"
DC5367,"drop_off,courier,rider"
DC9752,"drop_off,courier,rider"
DC5302,"drop_off,courier,rider"
DC5377,"drop_off,courier,rider"
DC5341,"drop_off,courier,rider"
DC5455,"drop_off,courier,rider"
DC11146,"drop_off,courier,rider"
DC5305,"drop_off,courier,rider"
CC8233,"drop_off,courier,rider"
DC12812,"drop_off,courier,rider"
DC5327,"drop_off,courier,rider"
DC5360,"drop_off,courier,rider"
DC8520,"drop_off,courier,rider"
DC5293,"drop_off,courier,rider"
DC5311,"drop_off,courier,rider"
DC5317,"drop_off,courier,rider"
DC5239,"drop_off,courier,rider"
DC5281,"drop_off,courier,rider"
DC5365,"drop_off,courier,rider"
DC5357,"drop_off,courier,rider"
DC7385,"drop_off,courier,rider"
DC5243,"drop_off,courier,rider"
DC8624,"drop_off,courier,rider"
DC5378,"drop_off,courier,rider"
DC5352,"drop_off,courier,rider"
DC7387,"drop_off,courier,rider"
CC11393,"drop_off,courier,rider"
DC5452,"drop_off,courier,rider"
DC7458,"drop_off,courier,rider"
DC5340,"drop_off,courier,rider"
DC5453,"drop_off,courier,rider"
DC5313,"drop_off,courier,rider"
DC5244,"drop_off,courier,rider"
DC5336,"drop_off,courier,rider"
DC7642,"drop_off,courier,rider"
DC8200,"drop_off,courier,rider"
DC5304,"drop_off,courier,rider"
DC5333,"drop_off,courier,rider"
DC5508,"drop_off,courier,rider"
DC5338,"drop_off,courier,rider"
DC5373,"drop_off,courier,rider"
DC5315,"drop_off,courier,rider"
DC5349,"drop_off,courier,rider"
DC5238,"drop_off,courier,rider"
DC5299,"drop_off,courier,rider"
DC5287,"drop_off,courier,rider"
DC5343,"drop_off,courier,rider"
CC11539,"drop_off,courier,rider"
